taxon_id	antibiotic	genome_id	genome_name	genome_drug.antibiotic	resistant_phenotype	genome_drug.measurement	measurement_value	genome_drug.measurement_unit	laboratory_typing_method	testing_standard	genome_drug.evidence	Specie	Genus
470	ceftazidime	470.8105	Acinetobacter baumannii strain MRSN939	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	ceftazidime	287.2972	Pseudomonas aeruginosa strain AR_0103	ceftazidime	Resistant	==128	128	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	ceftazidime	470.8077	Acinetobacter baumannii strain MRSN885	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.7630	Acinetobacter baumannii strain MRSN7145	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13903	Klebsiella pneumoniae KPN2080ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	ceftazidime	562.33280	Escherichia coli strain AR_0450	ceftazidime	Resistant	>128	128	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	ceftazidime	573.13308	Klebsiella pneumoniae KPN1348ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13284	Klebsiella pneumoniae KPN1323ec	ceftazidime	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13137	Klebsiella pneumoniae KPN1136ec	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	ceftazidime	287.5689	Pseudomonas aeruginosa strain AR_0356	ceftazidime	Resistant	==64	64	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	ceftazidime	470.7990	Acinetobacter baumannii strain MRSN7676	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13172	Klebsiella pneumoniae KPN1179ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13857	Klebsiella pneumoniae KPN202ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.8015	Acinetobacter baumannii strain MRSN7716	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.14286	Klebsiella pneumoniae KPN619ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14341	Klebsiella pneumoniae KPN715ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14424	Klebsiella pneumoniae KPN825ec	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13930	Klebsiella pneumoniae KPN2113ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14470	Klebsiella pneumoniae KPN891ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13586	Klebsiella pneumoniae KPN1682ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	ceftazidime	287.8528	Pseudomonas aeruginosa strain FDA-CDC-AR_0249	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	ceftazidime	573.13095	Klebsiella pneumoniae KPN1087ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14170	Klebsiella pneumoniae KPN458ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13239	Klebsiella pneumoniae KPN1260ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.9082	Acinetobacter baumannii strain MRSN11669	ceftazidime	Resistant	>=32	32	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
72407	ceftazidime	72407.1438	Klebsiella pneumoniae subsp. pneumoniae strain B10	ceftazidime	Resistant	>64	64	mg/L	MIC	CLSI		Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7406	Acinetobacter baumannii strain FDA-CDC-AR_0306	ceftazidime	Resistant	128	128	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.9724	Klebsiella pneumoniae strain AR_0098	ceftazidime	Resistant	==128	128	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14298	Klebsiella pneumoniae KPN641ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.8106	Acinetobacter baumannii strain MRSN946	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.1556	Acinetobacter baumannii strain MRSN20315	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.7832	Acinetobacter baumannii strain MRSN7417	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13694	Klebsiella pneumoniae KPN182ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7503	Acinetobacter baumannii strain MRSN11806	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13801	Klebsiella pneumoniae KPN1953ec	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13640	Klebsiella pneumoniae KPN1741ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13495	Klebsiella pneumoniae KPN1567ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13646	Klebsiella pneumoniae KPN1749ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7664	Acinetobacter baumannii strain MRSN7189	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.7772	Acinetobacter baumannii strain MRSN7348	ceftazidime	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	ceftazidime	562.42840	Escherichia coli strain MUGSI_212	ceftazidime	Resistant	128	128	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
562	ceftazidime	562.28435	Escherichia coli strain AR_0369	ceftazidime	Resistant	==32	32	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
287	ceftazidime	287.7799	Pseudomonas aeruginosa strain MRSN321	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	ceftazidime	573.13533	Klebsiella pneumoniae KPN1612ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.18472	Klebsiella pneumoniae strain 203	ceftazidime	Resistant	==16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13992	Klebsiella pneumoniae KPN251ec	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7500	Acinetobacter baumannii strain MRSN11801	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13813	Klebsiella pneumoniae KPN197ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13663	Klebsiella pneumoniae KPN1769ec	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13313	Klebsiella pneumoniae KPN1354ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14308	Klebsiella pneumoniae KPN677ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14484	Klebsiella pneumoniae KPN911ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7765	Acinetobacter baumannii strain MRSN7338	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	ceftazidime	562.42751	Escherichia coli strain 60	ceftazidime	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
574	ceftazidime	574.20	Klebsiella pneumoniae subsp. ozaenae strain AR_0096	ceftazidime	Resistant	>128	128	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13047	Klebsiella pneumoniae KPN1021ec	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.8056	Acinetobacter baumannii strain MRSN7807	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.24397	Klebsiella pneumoniae strain MUGSI_314	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7542	Acinetobacter baumannii strain MRSN15070	ceftazidime	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.14502	Klebsiella pneumoniae KPN930ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7888	Acinetobacter baumannii strain MRSN7504	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.9100	Acinetobacter baumannii strain MRSN15075	ceftazidime	Resistant	>=32	32	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
287	ceftazidime	287.7823	Pseudomonas aeruginosa strain MRSN16383	ceftazidime	Susceptible	<=2	2	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	ceftazidime	573.14221	Klebsiella pneumoniae KPN538ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7585	Acinetobacter baumannii strain MRSN4481	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.8048	Acinetobacter baumannii strain MRSN7791	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.14190	Klebsiella pneumoniae KPN483ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	ceftazidime	562.28389	Escherichia coli strain AR_0077	ceftazidime	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	ceftazidime	573.14038	Klebsiella pneumoniae KPN303ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13804	Klebsiella pneumoniae KPN1958ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7885	Acinetobacter baumannii strain MRSN7499	ceftazidime	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.15044	Klebsiella pneumoniae strain AR_0047	ceftazidime	Resistant	==64	64	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13858	Klebsiella pneumoniae KPN2031ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7343	Acinetobacter baumannii strain 260	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.1559	Acinetobacter baumannii strain MRSN7081	ceftazidime	Resistant	>=64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.24442	Klebsiella pneumoniae strain MUGSI_83	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7484	Acinetobacter baumannii strain MRSN11772	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	ceftazidime	287.7802	Pseudomonas aeruginosa strain MRSN390231	ceftazidime	Susceptible	==8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	ceftazidime	470.7741	Acinetobacter baumannii strain MRSN7301	ceftazidime	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13286	Klebsiella pneumoniae KPN1326ec	ceftazidime	Susceptible	<=0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.18087	Klebsiella pneumoniae strain AR438	ceftazidime	Resistant	>128	128	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.15420	Klebsiella pneumoniae strain AR_0112	ceftazidime	Resistant	>128	128	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14333	Klebsiella pneumoniae KPN705ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7919	Acinetobacter baumannii strain MRSN7558	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.24287	Klebsiella pneumoniae strain 349	ceftazidime	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7879	Acinetobacter baumannii strain MRSN7489	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13074	Klebsiella pneumoniae KPN1056ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14001	Klebsiella pneumoniae KPN262ec	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.8089	Acinetobacter baumannii strain MRSN896	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.8084	Acinetobacter baumannii strain MRSN8900	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	ceftazidime	287.5688	Pseudomonas aeruginosa strain AR_0230	ceftazidime	Resistant	==32	32	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	ceftazidime	470.7933	Acinetobacter baumannii strain MRSN7578	ceftazidime	Susceptible	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13859	Klebsiella pneumoniae KPN2032ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	ceftazidime	562.42829	Escherichia coli strain MUGSI_151	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	ceftazidime	573.14418	Klebsiella pneumoniae KPN818ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	ceftazidime	562.42733	Escherichia coli strain 399	ceftazidime	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	ceftazidime	573.14124	Klebsiella pneumoniae KPN403ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7603	Acinetobacter baumannii strain MRSN7108	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.9112	Acinetobacter baumannii strain MRSN11816	ceftazidime	Susceptible	<=8	8	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.7511	Acinetobacter baumannii strain MRSN11820	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.4748	Acinetobacter baumannii strain AR_0088	ceftazidime	Resistant	>128	128	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.7450	Acinetobacter baumannii strain MRSN11725	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13113	Klebsiella pneumoniae KPN1109ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7804	Acinetobacter baumannii strain MRSN7385	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.8032	Acinetobacter baumannii strain MRSN7752	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	ceftazidime	287.6331	Pseudomonas aeruginosa strain AR_0352	ceftazidime	Resistant	>128	128	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	ceftazidime	573.13774	Klebsiella pneumoniae KPN1920ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13549	Klebsiella pneumoniae KPN1639ec	ceftazidime	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13544	Klebsiella pneumoniae KPN1627ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	ceftazidime	562.42728	Escherichia coli strain 369	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	ceftazidime	573.13497	Klebsiella pneumoniae KPN1569ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14522	Klebsiella pneumoniae KPN956ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	ceftazidime	562.33281	Escherichia coli strain AR_0433	ceftazidime	Resistant	>128	128	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	ceftazidime	573.13035	Klebsiella pneumoniae KPN1005ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.9089	Acinetobacter baumannii strain MRSN1551	ceftazidime	Susceptible	<=8	8	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.8046	Acinetobacter baumannii strain MRSN7787	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13165	Klebsiella pneumoniae KPN1170ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13709	Klebsiella pneumoniae KPN1847ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14245	Klebsiella pneumoniae KPN571ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13896	Klebsiella pneumoniae KPN2073ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13672	Klebsiella pneumoniae KPN1779ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.8010	Acinetobacter baumannii strain MRSN7710	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13934	Klebsiella pneumoniae KPN2118ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.20060	Klebsiella pneumoniae strain AR_0135	ceftazidime	Resistant	>256	256	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7376	Acinetobacter baumannii strain FDA-CDC-AR_0275	ceftazidime	Resistant	128	128	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13590	Klebsiella pneumoniae KPN1687ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14310	Klebsiella pneumoniae KPN679ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	ceftazidime	287.5750	Pseudomonas aeruginosa strain AR445	ceftazidime	Resistant	==32	32	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	ceftazidime	573.13972	Klebsiella pneumoniae KPN226ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13291	Klebsiella pneumoniae KPN1330ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7981	Acinetobacter baumannii strain MRSN7667	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13168	Klebsiella pneumoniae KPN1174ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	ceftazidime	562.12959	Escherichia coli strain AR_0001	ceftazidime	Resistant	==128	128	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	ceftazidime	573.13485	Klebsiella pneumoniae KPN1557ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.14469	Klebsiella pneumoniae KPN890ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	ceftazidime	562.34085	Escherichia coli strain AR_0086	ceftazidime	Susceptible	==4	4	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	ceftazidime	470.8039	Acinetobacter baumannii strain MRSN7768	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.14319	Klebsiella pneumoniae KPN688ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13766	Klebsiella pneumoniae KPN190ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7492	Acinetobacter baumannii strain MRSN11784	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	ceftazidime	287.8521	Pseudomonas aeruginosa strain FDA-CDC-AR_0242	ceftazidime	Resistant	32	32	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
287	ceftazidime	287.5749	Pseudomonas aeruginosa strain AR442	ceftazidime	Resistant	==64	64	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	ceftazidime	573.13870	Klebsiella pneumoniae KPN2044ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7917	Acinetobacter baumannii strain MRSN7555	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.14538	Klebsiella pneumoniae KPN980ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	ceftazidime	573.13494	Klebsiella pneumoniae KPN1566ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7678	Acinetobacter baumannii strain MRSN7220	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.14160	Klebsiella pneumoniae KPN443ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	ceftazidime	470.7432	Acinetobacter baumannii strain MRSN11695	ceftazidime	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	ceftazidime	470.7579	Acinetobacter baumannii strain MRSN2840	ceftazidime	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	ceftazidime	573.13628	Klebsiella pneumoniae KPN1726ec	ceftazidime	Resistant	>16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
